id_practica;nombre_practica;proposito;tipo;apto_para;descripcion_concreta;redactado;preguntas;ejemplo_inicial;ejemplo_primaria;ejemplo_secundaria;ejemplo_multigrado
28;Observación de imagen completa;Activacion;Cognitiva;Tema complejo o abstracto, Grupo pequeño (debate);Mostramos una imagen rica en detalles para que la describan y la interroguen.;Mostramos una imagen rica en detalles para que la describan y la interroguen.;¿Qué ven en la imagen? ¿Qué historia creen que cuenta? ¿Qué preguntas les genera?;"Tema: El campo. 

Descripción: (Imagen de una granja con muchos animales y personas trabajando). ""Miren esta imagen. ¿Qué ven? ¿Qué está haciendo el señor? ¿Qué animales hay?""";"Tema: Derechos del niño. 

Descripción: (Imagen de niños trabajando en lugar de ir a la escuela). ""Observen atentamente. ¿Qué ven? ¿Qué derecho de estos niños creen que no se está cumpliendo? ¿Por qué lo creen?""";"Tema: Historia - Conquista de América. 

Descripción: (Imagen de un encuentro entre españoles e indígenas). ""Describan objetivamente qué ven. Luego, desde la perspectiva de cada grupo (españoles/indígenas), ¿qué estarían pensando y sintiendo en este momento?""";"Tema: Imágenes y descripción. 

Descripción: (Imagen de un mercado). Los pequeños nombran los objetos que reconocen (frutas, personas). Los grandes describen la escena y las posibles interacciones."
29;Dato curioso;Activacion;Cognitiva;Tema complejo o abstracto, Grupo pequeño (debate);Compartimos un hecho sorprendente o una estadística llamativa relacionada con el tema.;Compartimos un hecho sorprendente o una estadística llamativa relacionada con el tema.;¿Les sorprende? ¿Por qué creen que pasa eso? ¿Qué más les gustaría saber?;"Tema: Los insectos. 

Descripción: ""¿Sabían que una hormiga puede cargar hasta 50 veces su propio peso? ¡Eso es como si un niño cargara un carro! ¿Cómo lo harán?""";"Tema: El sistema solar. 

Descripción: ""¿Sabían que en Venus un día dura más que un año? ¿Cómo creen que es posible? ¿Qué implicaciones tendría eso?""";"Tema: Genética. 

Descripción: ""Compartimos el 50% de nuestro ADN con un plátano. ¿Qué significa esto? ¿Cómo es posible que compartamos tanto material genético con algo tan diferente?""";"Tema: Animales sorprendentes. 

Descripción: ""¿Sabían que el calamar gigante tiene ojos del tamaño de un plato?"" Los pequeños dibujan cómo se imaginan ese ojo. Los grandes investigan por qué necesitan ojos tan grandes."
30;Imitación de movimientos;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;Invitamos a imitar movimientos de animales o personas para conectar el cuerpo con el tema.;Invitamos a imitar movimientos de animales o personas para conectar el cuerpo con el tema.;¿Cómo se siente su cuerpo al hacer eso? ¿Qué músculos usaron?;"Tema: Animales de la selva. 

Descripción: ""¡Vamos de safari! Caminemos despacio y muy sigilosos como jaguares... ¡Chist! Ahora estiremos el cuello para comer hojas como jirafas. ¿Qué animal será este que se arrastra?""";"Tema: Oficios (Ciencias Sociales). 

Descripción: ""Vamos a adivinar oficios con mímica. Yo empezaré... (Imita a un panadero amasando). ¿Qué soy? ¿Qué movimientos hago? ¿Qué herramientas uso?""";"Tema: Deportes (Educación Física). 

Descripción: ""En parejas, simularán en cámara lenta un movimiento deportivo: saque de tenis, lanzamiento de baloncesto. El compañero adivina el deporte y explica la física del movimiento (punto de apoyo, palanca).""";"Tema: Representación y vocabulario. 

Descripción: El docente menciona un animal. Todos lo imitan. Los mayores escriben una oración describiendo cómo se mueve. Los pequeños nombran las partes del cuerpo que más usaron."
31;Posturas corporales;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;Adoptan posiciones que representan conceptos o estados de ánimo.;Adoptan posiciones que representan conceptos o estados de ánimo.;¿Qué sintieron en esa posición? ¿Por qué eligieron esa postura?;"Tema: Emociones. 

Descripción: ""Vamos a poner el cuerpo contento. ¿Cómo se para alguien feliz? ¿Y ahora el cuerpo triste? ¿Cómo cambia?""";"Tema: La prehistoria. 

Descripción: ""Vamos a representar la evolución humana. Agachen el cuerpo como si fueran Australopithecus. Ahora, poco a poco, vayan enderezándose hasta llegar al Homo Sapiens. ¿Cómo cambió la postura?""";"Tema: Escultura griega. 

Descripción: ""Observen la imagen de una escultura griega clásica (El Discóbolo). Intenten adoptar esa misma postura. ¿Qué tensiones sienten en el cuerpo? ¿Qué expresa esa posición?""";"Tema: Estados de ánimo. 

Descripción: ""Pónganse tristes."" ""Pónganse felices."" Los pequeños lo hacen. Los mayores describen qué cambia en el cuerpo al cambiar de ánimo."
32;Saludo temático;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;Al entrar al aula o iniciar la clase, se saludan de una manera especial relacionada con el tema.;Al entrar al aula o iniciar la clase, se saludan de una manera especial relacionada con el tema.;¿Cómo se sintieron con ese saludo? ¿Qué les hizo pensar?;"Tema: Animales. 

Descripción: ""Hoy nos saludaremos como pingüinos: caminando con los brazos pegados y dando un 'pico' con la mano.""";"Tema: Países del mundo. 

Descripción: ""Hoy nos saludaremos como en Francia, con un beso en cada mejilla (simulado). Busquen a un compañero y digan 'Bonjour'.""";"Tema: Historia - Antigua Roma. 

Descripción: ""Al entrar, saluden como senadores romanos, con el brazo extendido y diciendo 'Ave' al cruzarse con un compañero durante el primer minuto de clase.""";"Tema: Saludos del mundo. 

Descripción: Todos se saludan como en diferentes culturas. Los pequeños imitan, los grandes dicen el país correspondiente."
33;El termómetro humano;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;Se ubican en diferentes lugares del aula según su grado de acuerdo o conocimiento.;Se ubican en diferentes lugares del aula según su grado de acuerdo o conocimiento.;¿Por qué te ubicaste allí? ¿Alguien cambió de lugar al escuchar a otros?;"Tema: Gustos personales. 

Descripción: ""Este lado del salón es 'me encanta', este otro 'no me gusta nada'. Yo digo: 'helado'. ¡Ubíquense según lo que sientan!""";"Tema: Creencias. 

Descripción: ""Vamos a leer algunas afirmaciones. Si están muy de acuerdo, van a la ventana; si están muy en desacuerdo, van a la puerta. Afirmación: 'Los perros son mejores mascotas que los gatos'.""";"Tema: Debate ético. 

Descripción: ""Vamos a ubicarnos en una línea imaginaria. Extremo izquierdo: 'Totalmente de acuerdo'. Extremo derecho: 'Totalmente en desacuerdo'. Afirmación: 'La tecnología nos hace más libres'. Ubíquense y defiendan su posición.""";"Tema: Gustos y preferencias. 

Descripción: ""¿Les gusta la sopa?"" Se ubican en un lado (sí) u otro (no). Los pequeños cuentan cuántos hay en cada lado. Los grandes registran los datos."
34;Representación congelada;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;En grupos, crean una imagen estática (escultura colectiva) que representa un concepto.;En grupos, crean una imagen estática (escultura colectiva) que representa un concepto.;¿Qué están representando? ¿Por qué eligieron esas posiciones?;"Tema: La familia. 

Descripción: ""En grupos de 3, van a hacer una estatua de una familia. Pueden ser padres, hijos, abuelos. ¡A congelarse!""";"Tema: Ecosistemas. 

Descripción: ""Cada grupo representa un ecosistema congelado. Unos serán el árbol, otros el río, otros los animales. Al contar hasta 3, ¡todos cobran vida y se mueven como en su ecosistema!""";"Tema: Obras de arte famosas. 

Descripción: ""Cada grupo deberá recrear una pintura famosa como una 'foto viva' congelada. Deben estudiar la posición, la mirada y la relación entre personajes. Luego, los demás adivinarán qué obra es.""";"Tema: Escenas cotidianas. 

Descripción: Grupos representan una escena (el desayuno, el recreo). Los pequeños participan con acciones simples. Los grandes diseñan la escena y asignan roles."
35;Caminata con propósito;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;Caminan por el aula mientras piensan en una pregunta, y al detenerse comparten.;Caminan por el aula mientras piensan en una pregunta, y al detenerse comparten.;¿Qué pensaban mientras caminaban? ¿A qué conclusión llegaron?;"Tema: Preguntas personales. 

Descripción: ""Vamos a caminar despacio por el salón mientras piensan: '¿Cuál es su comida favorita?' Cuando yo aplauda, se sientan y le dicen a su compañero lo que pensaron.""";"Tema: Solución de problemas. 

Descripción: ""Caminen en silencio mientras piensan cómo resolverían este problema: 'Si tienes 12 caramelos y los quieres repartir entre 4 amigos, ¿cuántos le das a cada uno?' Al aplauso, siéntense y compartan.""";"Tema: Filosofía. 

Descripción: ""Caminen lentamente por el aula mientras reflexionan: '¿Qué significa ser libre?' Concéntrense en sus propias ideas. Al escuchar la campana, siéntense y escriban una palabra que sintetice su reflexión.""";"Tema: Preguntas para todos. 

Descripción: Caminan pensando una pregunta. Los pequeños responden con dibujo o palabra. Los grandes responden con frase completa."
36;El espejo;Activacion;Corporal;Grupo inquieto o disperso, Poco tiempo disponible, Inicio de jornada;En parejas, uno hace movimientos lentos y el otro los imita como si fuera su reflejo.;En parejas, uno hace movimientos lentos y el otro los imita como si fuera su reflejo.;¿Qué sintieron al ser el espejo? ¿Fue fácil o difícil seguir el ritmo?;"Tema: Coordinación. 

Descripción: ""En parejas, uno será la persona y el otro el espejo. Muévanse despacio para que el espejo los pueda seguir. ¡Vamos a intentarlo!""";"Tema: Simetría (Matemáticas). 

Descripción: ""Van a representar la simetría. Uno hace una figura con su cuerpo. Su compañero, como espejo, debe hacer la figura simétrica. ¿Qué ocurre si levanto la mano derecha?""";"Tema: Comunicación no verbal. 

Descripción: ""En parejas, van a comunicar emociones solo con gestos. Uno hace una expresión facial, el otro debe imitarla exactamente. Luego, intercambien roles. ¿Qué emociones fueron más fáciles de imitar?""";"Tema: Coordinación y atención. 

Descripción: En pareja de un pequeño y un grande. El grande hace movimientos lentos, el pequeño imita. Luego cambian."
37;Check-in emocional;Activacion;Emocional;Inicio de jornada;Cada estudiante expresa brevemente cómo llega a clase (emoción, energía).;Cada estudiante expresa brevemente cómo llega a clase (emoción, energía).;¿Cómo están hoy? ¿Qué necesitan para poder aprender?;"Tema: Reconocimiento emocional. 

Descripción: (Mostrar caritas de emociones). ""Señalen cómo se sienten hoy: ¿contentos, cansados, tristes?""";"Tema: Autoconocimiento. 

Descripción: ""Del 1 al 5, ¿cómo está su energía hoy para aprender? Levanten los dedos. ¿Alguien quiere compartir por qué?""";"Tema: Inteligencia emocional. 

Descripción: ""En una palabra, digan cómo se sienten hoy. Luego, en parejas, compartan brevemente por qué. Aprendamos a nombrar nuestras emociones.""";"Tema: Emociones. 

Descripción: Muestran con caritas cómo se sienten. Los pequeños eligen la carita. Los grandes explican por qué se sienten así."
38;Frase del día;Activacion;Emocional;Inicio de jornada;Escribimos una frase motivadora o reflexiva en el pizarrón para iniciar la jornada.;Escribimos una frase motivadora o reflexiva en el pizarrón para iniciar la jornada.;¿Qué les hace pensar esta frase? ¿Cómo la aplicarían hoy?;"Tema: Motivación. 

Descripción: (Frase: ""Hoy va a ser un gran día""). ""¿Qué cosas buenas pueden pasar hoy?""";"Tema: Esfuerzo. 

Descripción: (Frase: ""El éxito es la suma de pequeños esfuerzos repetidos día tras día""). ""¿Qué significa para ustedes esta frase?""";"Tema: Pensamiento crítico. 

Descripción: (Frase: ""Piensa por ti mismo""). ""¿Por qué será importante pensar por uno mismo? ¿Cuándo es más difícil hacerlo?""";"Tema: Frases simples. 

Descripción: (Frase: ""Compartir es bueno""). Los pequeños dibujan algo que compartieron. Los grandes escriben por qué es bueno compartir."
39;Música de ambiente;Activacion;Emocional;Inicio de jornada;Ponemos música de fondo mientras los estudiantes ingresan y se preparan.;Ponemos música de fondo mientras los estudiantes ingresan y se preparan.;¿Cómo les hace sentir esta música? ¿Para qué tipo de trabajo nos prepara?;"Tema: Clima emocional. 

Descripción: (Música alegre infantil). ""¿Cómo nos hace sentir esta música? ¿Nos da energía?""";"Tema: Concentración. 

Descripción: (Música instrumental suave). ""Esta música nos va a ayudar a concentrarnos hoy. Escúchenla mientras se preparan.""";"Tema: Análisis musical. 

Descripción: (Música clásica - Mozart). ""Escuchen esta pieza. ¿Qué emociones les transmite? ¿Qué instrumentos identifican? ¿Por qué creen que se dice que esta música ayuda a estudiar?""";"Tema: Música y emociones. 

Descripción: Escuchan música. Los pequeños bailan o se mueven. Los grandes identifican si es música alegre o triste."
40;Lluvia de ideas;Recueracion de contenido;Verbales Orales;;Los estudiantes dicen libremente todo lo que saben sobre un tema mientras el docente anota en el pizarrón.;Los estudiantes dicen libremente todo lo que saben sobre un tema mientras el docente anota en el pizarrón.;¿Qué saben sobre...? ¿Qué más? ¿Alguien quiere agregar algo diferente?;"Tema: Los medios de transporte. 

Descripción: ""Vamos a decir todos los medios de transporte que conozcamos. ¡Yo empiezo! Carro... ¿Qué más?""";"Tema: Los animales vertebrados. 

Descripción: ""En 2 minutos, digamos todos los animales que tengan columna vertebral que se nos ocurran. Yo voy anotando en el tablero.""";"Tema: La Segunda Guerra Mundial. 

Descripción: ""Lluvia de ideas: ¿Qué palabras, fechas, personajes o eventos asocian con la Segunda Guerra Mundial? Todo vale, lo anotamos.""";"Tema: Animales. 

Descripción: Los pequeños nombran animales. Los grandes los clasifican en domésticos y salvajes mientras el docente anota."
41;Preguntas exploratorias;Recueracion de contenido;Verbales Orales;;El docente formula preguntas abiertas para indagar conocimientos específicos.;El docente formula preguntas abiertas para indagar conocimientos específicos.;¿Qué entienden por...? ¿Cómo explicarían...? ¿Qué saben acerca de...?;"Tema: La familia. 

Descripción: ""¿Quiénes conforman una familia? ¿Todas las familias son iguales?""";"Tema: La fotosíntesis. 

Descripción: ""¿Qué creen que le pasa a una planta si la dejamos en un armario oscuro por varias semanas? ¿Por qué?""";"Tema: Democracia. 

Descripción: ""Cuando escuchan la palabra 'democracia', ¿qué ideas les vienen a la mente? ¿Cómo la definirían con sus propias palabras?""";"Tema: Alimentos. 

Descripción: ""¿Qué alimentos son saludables?"" Los pequeños nombran frutas. Los grandes explican por qué son saludables."
42;Conversatorio dirigido;Recueracion de contenido;Verbales Orales;;Diálogo guiado donde los estudiantes comparten lo que saben de manera estructurada.;Diálogo guiado donde los estudiantes comparten lo que saben de manera estructurada.;¿Alguien quiere compartir lo que sabe? ¿Quién tiene una idea diferente?;"Tema: Las profesiones. 

Descripción: ""Hablemos de lo que hacen nuestros papás. ¿En qué trabajan? ¿Qué saben de ese trabajo?""";"Tema: La Independencia. 

Descripción: ""Conversemos sobre lo que saben de la Independencia de nuestro país. ¿Qué personajes conocen? ¿Qué recuerdan de lo que han escuchado?""";"Tema: Redes sociales. 

Descripción: ""Hablemos sobre las redes sociales que usan. ¿Qué saben de sus beneficios y sus riesgos? Compartamos experiencias.""";"Tema: Oficios. 

Descripción: Los pequeños dicen oficios que conocen. Los grandes describen en qué consiste cada uno."
43;Entrevista entre pares;Recueracion de contenido;Verbales Orales;;En parejas, se hacen preguntas sobre el tema y luego comparten lo que descubrieron.;En parejas, se hacen preguntas sobre el tema y luego comparten lo que descubrieron.;¿Qué te contó tu compañero? ¿Coincidían sus saberes?;"Tema: Los juegos tradicionales. 

Descripción: ""Pregúntenle a su compañero: ¿A qué jugaban tus papás cuando eran niños? Luego me cuentan.""";"Tema: La alimentación. 

Descripción: ""En parejas, pregúntense: ¿Qué comidas típicas conocen de nuestra región? Anoten las que no sabían.""";"Tema: Tradiciones culturales. 

Descripción: ""Entrevisten a su compañero sobre las tradiciones de su familia o región. ¿Qué festividades celebran? ¿Cómo las celebran?""";"Tema: Juegos. 

Descripción: Los pequeños preguntan: ""¿A qué jugabas?"" Los grandes responden y luego explican el juego."
44;Ronda de saberes;Recueracion de contenido;Verbales Orales;;Por turnos, cada estudiante menciona algo que sabe sobre el tema (puede ser con un objeto que pasa).;Por turnos, cada estudiante menciona algo que sabe sobre el tema (puede ser con un objeto que pasa).;¿Qué te gustaría compartir hoy? ¿Alguien más sabe algo sobre eso?;"Tema: El agua. 

Descripción: ""Vamos pasando esta botella de agua. Quien la recibe dice un lugar donde encontramos agua.""";"Tema: Figuras geométricas. 

Descripción: ""Pasamos esta figura. Cada uno dice un objeto del salón que tenga esa forma.""";"Tema: Literatura. 

Descripción: ""Pasamos este libro. Cada uno menciona un libro que haya leído o una historia que conozca. Puede ser cuento, novela, leyenda.""";"Tema: Animales. 

Descripción: Pasan una pelota. Los pequeños dicen un animal. Los grandes dicen si es vertebrado o invertebrado."
45;Relato o anécdota;Recueracion de contenido;Verbales Orales;;Los estudiantes cuentan experiencias personales relacionadas con el tema.;Los estudiantes cuentan experiencias personales relacionadas con el tema.;¿Alguien ha vivido algo parecido? ¿Qué pasó?;"Tema: El médico. 

Descripción: ""¿Alguna vez han ido al médico? ¿Qué les hicieron? ¿Cómo se sintieron?""";"Tema: Los volcanes. 

Descripción: ""¿Alguien ha visto un volcán en persona o en videos? ¿Qué recuerdan de esa experiencia?""";"Tema: Migración. 

Descripción: ""¿Alguien en su familia ha tenido que migrar a otra ciudad o país? Si se sienten cómodos compartiendo, ¿cómo fue esa experiencia?""";"Tema: Paseos familiares. 

Descripción: Los pequeños cuentan a dónde fueron de paseo. Los grandes ubican ese lugar en el mapa."
46;Palabra generadora;Recueracion de contenido;Verbales Orales;;Se dice una palabra clave y los estudiantes expresan todo lo que les sugiere.;Se dice una palabra clave y los estudiantes expresan todo lo que les sugiere.;¿Qué les viene a la mente con esta palabra? ¿Por qué?;"Tema: La amistad. 

Descripción: ""Yo digo 'amigo'. ¿Qué se les viene a la cabeza?""";"Tema: La selva. 

Descripción: ""Yo digo 'selva'. ¿Qué palabras, colores, sonidos, olores imaginan?""";"Tema: Libertad. 

Descripción: ""Yo digo 'libertad'. En una palabra o frase corta, ¿qué significa para ustedes? Luego compartimos.""";"Tema: La playa. 

Descripción: Los pequeños dicen palabras (mar, arena). Los grandes forman frases con esas palabras."
47;Completa la frase;Recueracion de contenido;Verbales Orales;;El docente dice una frase incompleta y los estudiantes la terminan.;El docente dice una frase incompleta y los estudiantes la terminan.;"""La lluvia sirve para..."" ¿Cómo lo completarían?";"Tema: El sol. 

Descripción: ""El sol nos da..."" ¿Qué nos da el sol?""";"Tema: Los árboles. 

Descripción: ""Los árboles son importantes porque..."" Completemos.""";"Tema: La tecnología. 

Descripción: ""La tecnología ha cambiado nuestras vidas porque antes..."" Completen la frase.""";"Tema: El agua. 

Descripción: ""El agua sirve para..."" Los pequeños dicen usos cotidianos. Los grandes mencionan usos en la industria."
48;Mesa redonda de saberes;Recueracion de contenido;Grupales Colaborativas;;Grupos pequeños discuten lo que saben y luego un relator comparte con toda la clase.;Grupos pequeños discuten lo que saben y luego un relator comparte con toda la clase.;¿A qué conclusiones llegaron en el grupo? ¿Hubo diferencias?;"Tema: Los oficios. 

Descripción: ""En grupos, hablen sobre los oficios que conocen. Luego un compañero cuenta lo que hablaron.""";"Tema: El sistema solar. 

Descripción: ""En grupos, hagan una lista de todo lo que saben sobre los planetas. Luego comparamos las listas.""";"Tema: Globalización. 

Descripción: ""En grupos, discutan: ¿Qué saben sobre la globalización? ¿Qué aspectos positivos y negativos identifican? Luego compartimos.""";"Tema: Profesiones. 

Descripción: Grupo mixto: los pequeños dibujan profesiones, los grandes escriben sus funciones. Luego comparten."
49;1-2-4 (Estructura cooperativa);Recueracion de contenido;Grupales Colaborativas;;Piensan individualmente, luego en pares, luego en grupo de 4, y comparten.;Piensan individualmente, luego en pares, luego en grupo de 4, y comparten.;Individual: piensa. Pares: compartan. Grupo: acuerden.;"Tema: Los colores. 

Descripción: ""1: Piensa en tu color favorito. 2: Dile a tu compañero cuál es. 4: En grupo, vean cuál es el color que más se repite.""";"Tema: Las plantas. 

Descripción: ""1: Piensa en lo que las plantas necesitan para vivir. 2: Comparte con tu compañero. 4: Hagan una lista común.""";"Tema: Democracia. 

Descripción: ""1: Piensa en una característica de la democracia. 2: Compartan y complementen. 4: Construyan una definición colectiva.""";"Tema: Animales. 

Descripción: 1: Piensa un animal. 2: Compartan. 4: Clasifíquenlos en domésticos y salvajes (los grandes ayudan a los pequeños)."
50;Folio giratorio;Recueracion de contenido;Grupales Colaborativas;;Un papel va pasando por el grupo y cada uno escribe lo que sabe.;Un papel va pasando por el grupo y cada uno escribe lo que sabe.;¿Qué más podemos agregar? ¿Alguien tiene algo diferente?;"Tema: Frutas. 

Descripción: ""Este papel va pasando. Cada uno escribe el nombre de una fruta que le guste.""";"Tema: Verbos. 

Descripción: ""En esta hoja, cada uno escribe un verbo que recuerde. Cuando pase por todos, veremos cuántos tenemos.""";"Tema: Conceptos de física. 

Descripción: ""Esta hoja va rotando. Cada uno escribe un concepto de física que recuerde (fuerza, energía, movimiento...). Luego los organizaremos.""";"Tema: Alimentos. 

Descripción: Los pequeños dibujan alimentos. Los grandes escriben sus nombres. El folio gira y todos aportan."
51;Cadena de preguntas;Recueracion de contenido;Grupales Colaborativas;;Un estudiante responde y luego hace una pregunta al siguiente.;Un estudiante responde y luego hace una pregunta al siguiente.;¿Qué pregunta le harías a tu compañero?;"Tema: Los números. 

Descripción: ""Yo pregunto: ¿Cuántos años tienes? El que responde, le pregunta al compañero de al lado: ¿Cuántos hermanos tienes?""";"Tema: Tablas de multiplicar. 

Descripción: ""Yo: 3x4. El que responde (12) le pregunta al siguiente: 5x6. Así sucesivamente.""";"Tema: Fechas históricas. 

Descripción: ""Yo: ¿En qué año se descubrió América? El que responde (1492) pregunta al siguiente: ¿En qué año fue la Independencia?""";"Tema: Preguntas variadas. 

Descripción: Preguntas adaptadas: a los pequeños se les pregunta por colores, a los grandes por operaciones."
52;Expertos por grupos;Recueracion de contenido;Grupales Colaborativas;;Cada grupo se especializa en un subtema y luego comparte.;Cada grupo se especializa en un subtema y luego comparte.;¿Qué descubrieron en su grupo? ¿Qué pueden enseñarnos?;"Tema: Animales. 

Descripción: ""Grupo 1: animales de la granja. Grupo 2: animales de la selva. Cada grupo cuenta lo que sabe de esos animales.""";"Tema: Regiones naturales. 

Descripción: ""Cada grupo investiga (con lo que sabe) una región: costa, sierra, selva. Luego comparten características.""";"Tema: Corrientes literarias. 

Descripción: ""Cada grupo recupera lo que sabe sobre un movimiento: Romanticismo, Realismo, Modernismo. Luego exponen.""";"Tema: Animales por hábitat. 

Descripción: Grupo 1 (pequeños) dibujan animales de la granja. Grupo 2 (grandes) escriben características de esos animales. Luego intercambian."
53;Ficha de saberes previos;Recueracion de contenido;Escritas;;Hoja con preguntas abiertas que responden individualmente.;Hoja con preguntas abiertas que responden individualmente.;Responde lo que sepas, no importa si no estás seguro.;"Tema: Mi cuerpo. 

Descripción: Hoja con un dibujo del cuerpo para señalar partes: ""Señala la cabeza, las manos, los pies.""";"Tema: Fracciones. 

Descripción: ""¿Qué es una fracción? ¿Has visto fracciones en la vida diaria? ¿Dónde? Dibuja un ejemplo.""";"Tema: Célula. 

Descripción: ""Dibuja una célula con las partes que recuerdes. Escribe lo que sepas sobre sus funciones.""";"Tema: Partes del cuerpo. 

Descripción: Ficha con dibujo: los pequeños señalan partes básicas, los grandes escriben funciones."
54;Listado inicial;Recueracion de contenido;Escritas;;Escriben todo lo que saben sobre un tema en forma de lista.;Escriben todo lo que saben sobre un tema en forma de lista.;Escribe todas las palabras que asocies con...;"Tema: La Navidad. 

Descripción: ""Escribe todo lo que se te ocurra sobre la Navidad: palabras, personas, cosas.""";"Tema: El agua. 

Descripción: ""Haz una lista de todos los usos del agua que se te ocurran.""";"Tema: Revolución Francesa. 

Descripción: ""Escribe una lista de palabras, fechas, personajes y conceptos que asocies con la Revolución Francesa.""";"Tema: La Navidad. 

Descripción: Los pequeños dibujan elementos navideños. Los grandes escriben listas de tradiciones."
55;Respuesta a pregunta abierta;Recueracion de contenido;Escritas;;Responden por escrito una pregunta que invita a desarrollar ideas.;Responden por escrito una pregunta que invita a desarrollar ideas.;Explica con tus palabras: ¿Qué es...?;"Tema: La amistad. 

Descripción: ""Dibuja a tu mejor amigo y escribe por qué es tu amigo.""";"Tema: El reciclaje. 

Descripción: ""Explica con tus palabras qué es reciclar y por qué es importante.""";"Tema: Identidad. 

Descripción: ""¿Qué significa para ti la palabra 'identidad'? ¿Qué elementos crees que construyen la identidad de una persona?""";"Tema: Amistad. 

Descripción: Los pequeños dibujan a un amigo. Los grandes escriben qué valores representa la amistad."
56;Frases incompletas;Recueracion de contenido;Escritas;;Completar oraciones que el docente entrega en una hoja.;Completar oraciones que el docente entrega en una hoja.;"""Cuando pienso en... recuerdo...""";"Tema: La familia. 

Descripción: ""Mi mamá se llama... Mi papá se llama... En mi familia también viven...""";"Tema: Vacaciones. 

Descripción: ""Lo que más me gusta de las vacaciones es... En mis vacaciones pasadas yo...""";"Tema: Proyecto de vida. 

Descripción: ""En cinco años me veo... Para lograrlo necesito... Mis mayores fortalezas son...""";"Tema: Familia. 

Descripción: Frases simples para pequeños, más complejas para grandes en la misma hoja."
57;Preguntas que tengo;Recueracion de contenido;Escritas;;Escriben no lo que saben, sino lo que les gustaría saber (activa también la motivación).;Escriben no lo que saben, sino lo que les gustaría saber (activa también la motivación).;¿Qué te gustaría aprender sobre...? ¿Qué preguntas tienes?;"Tema: Los dinosaurios. 

Descripción: ""Dibuja una pregunta que tengas sobre los dinosaurios.""";"Tema: El universo. 

Descripción: ""Escribe tres preguntas que te gustaría responder sobre el universo.""";"Tema: Filosofía. 

Descripción: ""Escribe las preguntas fundamentales que te haces sobre la vida, el ser humano o el conocimiento.""";"Tema: Animales. 

Descripción: Los pequeños dibujan una pregunta (¿por qué el elefante tiene trompa?). Los grandes la escriben y tratan de responder."
58;Cuaderno viajero de saberes;Recueracion de contenido;Escritas;;Un cuaderno que pasa por las casas y cada familia aporta saberes.;Un cuaderno que pasa por las casas y cada familia aporta saberes.;En familia, escriban lo que saben sobre...;"Tema: Recetas familiares. 

Descripción: ""El cuaderno viajero va a cada casa. Con ayuda de la familia, escriban una receta que les guste.""";"Tema: Historias familiares. 

Descripción: ""En el cuaderno viajero, escriban una historia o anécdota familiar interesante que quieran compartir.""";"Tema: Saberes ancestrales. 

Descripción: ""Investiguen con sus familias sobre algún saber tradicional (medicina natural, artesanía, creencias) y escríbanlo en el cuaderno.""";"Tema: Recetas. 

Descripción: Los pequeños dibujan el plato. Los grandes escriben la receta con ayuda de la familia."
59;Mapa mental inicial;Recueracion de contenido;Gráficas Visuales;;En el centro del tablero o papel, escriben el tema y alrededor dibujan o escriben asociaciones.;En el centro del tablero o papel, escriben el tema y alrededor dibujan o escriben asociaciones.;¿Qué ramas podemos agregar? ¿Cómo conectamos estas ideas?;"Tema: La casa. 

Descripción: ""En el centro dibujamos una casa. Alrededor, ustedes me dicen qué hay en una casa (puertas, ventanas, habitaciones) y yo lo dibujo.""";"Tema: La ciudad. 

Descripción: ""Hacemos un mapa mental de la ciudad. En el centro 'Ciudad', alrededor vamos poniendo: lugares, personas, transportes, problemas.""";"Tema: Globalización. 

Descripción: ""Construyamos un mapa mental sobre globalización. En el centro la palabra, alrededor: economía, cultura, tecnología, medio ambiente, etc.""";"Tema: La escuela. 

Descripción: Mapa mental colectivo. Los pequeños dibujan elementos (salones, patio). Los grandes escriben conceptos (aprendizaje, convivencia)."
60;Constelación de ideas;Recueracion de contenido;Gráficas Visuales;;Como un mapa mental pero más libre, sin jerarquías, solo ideas conectadas.;Como un mapa mental pero más libre, sin jerarquías, solo ideas conectadas.;¿Qué ideas se conectan? ¿Podemos unir algunas?;"Tema: Juguetes. 

Descripción: ""Escribimos 'juguetes' en el centro y alrededor vamos poniendo todos los juguetes que se nos ocurran, conectándolos con líneas.""";"Tema: Deportes. 

Descripción: ""Hagamos una constelación de deportes. En el centro 'deportes', alrededor todos los que conozcan, y conecten los que se parezcan.""";"Tema: Filosofía. 

Descripción: ""Constelación de ideas sobre 'conocimiento'. ¿Qué conceptos, filósofos, preguntas asociamos? Conecten libremente.""";"Tema: Juguetes. 

Descripción: Los pequeños dibujan juguetes alrededor. Los grandes escriben sus nombres y los conectan."
